index,cleaned_job_title,senior,min_salary_estimate,max_salary_estimate,average_salary,cleaned_company_name,rating,location_city,location_state,headquarters_city,headquarters_state,same_state,size,founded,type_of_ownership,industry,sector,revenue,python,r_skills,sql_skills,spark,hadoop,tableau,excel,aws,azure,tensorflow,keras,pytorch,sas
535,"Machine Learning Engineer",0,66,112,89.00,Apple,4.1,"Santa Clara",CA,Cupertino,CA,1,"10000+ employees",1976,"Company - Public","Computer Hardware & Software","Information Technology","$10+ billion (USD)",0,0,0,0,0,0,0,0,0,0,0,0,0
536,"Data Scientist",0,66,112,89.00,Kforce,4.1,Fairfax,VA,Tampa,FL,0,"10000+ employees",1966,"Company - Public","Staffing & Outsourcing","Business Services","$1 to $2 billion (USD)",0,0,0,0,0,0,0,0,0,1,0,1,0
537,"Data Scientist",1,66,112,89.00,"Evolve Vacation Rental",3.5,Denver,CO,Denver,CO,1,"201 to 500 employees",2011,"Company - Private","Travel Agencies","Travel & Tourism","Unknown / Non-Applicable",1,0,1,0,0,0,0,0,0,0,0,0,0
538,"Data Analyst",1,66,112,89.00,"The Buffalo Group",4.3,"Fort Belvoir",VA,Reston,VA,1,"501 to 1000 employees",2010,"Company - Private","IT Services","Information Technology","$100 to $500 million (USD)",1,0,0,0,0,0,0,0,0,0,0,0,0
539,"Data Analyst",0,66,112,89.00,OppLoans,4.4,Chicago,IL,Chicago,IL,1,"201 to 500 employees",2012,"Company - Private",Lending,Finance,"$100 to $500 million (USD)",1,1,1,0,0,0,0,0,0,0,0,0,0
540,"Data Scientist",0,66,112,89.00,"AgreeYa Solutions",3.8,"Thousand Oaks",CA,Folsom,CA,1,"1001 to 5000 employees",1999,"Company - Private","IT Services","Information Technology","$50 to $100 million (USD)",1,1,1,0,0,0,1,0,0,0,0,0,0
541,"Data Scientist",0,66,112,89.00,"Carolina Power & Light Co",3.7,McLean,VA,Raleigh,NC,0,"5001 to 10000 employees",1908,"Subsidiary or Business Segment",Energy,"Oil, Gas, Energy & Utilities","Unknown / Non-Applicable",1,0,1,0,0,0,1,0,0,0,0,0,0
542,"Data Engineer",0,66,112,89.00,"Southwest Research Institute",3.9,"San Antonio",TX,"San Antonio",TX,1,"1001 to 5000 employees",1947,"Nonprofit Organization","Research & Development","Business Services","$500 million to $1 billion (USD)",1,0,1,0,0,0,1,0,0,0,0,0,0
543,"Data Scientist",0,66,112,89.00,Brillient,3.9,"Silver Spring",MD,Reston,VA,0,"501 to 1000 employees",2006,"Company - Private","IT Services","Information Technology","$25 to $50 million (USD)",1,1,0,0,0,0,1,0,0,0,0,0,1
544,"Data Modeler",0,66,112,89.00,MassMutual,3.7,Boston,MA,Springfield,MA,1,"5001 to 10000 employees",1851,"Company - Private","Insurance Carriers",Insurance,"$10+ billion (USD)",0,0,1,1,1,0,1,0,0,0,0,0,0
545,"Data Scientist",0,66,112,89.00,"Xator Corporation",2.9,Washington,DC,Reston,VA,0,"501 to 1000 employees",NULL,Contract,"IT Services","Information Technology","$25 to $50 million (USD)",0,0,0,0,0,0,0,0,0,0,0,0,0
546,"Data Scientist",0,66,112,89.00,"HAN IT Staffing Inc.",4.6,"New York",NY,Totowa,NJ,0,"51 to 200 employees",2012,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable",1,1,1,0,0,0,1,0,0,0,0,0,1
547,"Data Scientist",0,66,112,89.00,"Infinitive Inc",3.4,McLean,VA,"Cedar Rapids",IA,0,"201 to 500 employees",1997,"Company - Private","Enterprise Software & Network Solutions","Information Technology","$10 to $25 million (USD)",1,1,1,1,1,0,1,1,1,0,0,0,0
548,"Data Engineer",0,66,112,89.00,Travelers,4,Hartford,CT,Hartford,CT,1,"10000+ employees",1853,"Company - Public","Insurance Carriers",Insurance,"$10+ billion (USD)",1,0,1,1,0,0,0,1,0,0,0,0,0
549,"Data Scientist",0,128,201,164.50,Amyris,3.3,Emeryville,CA,Emeryville,CA,1,"201 to 500 employees",2003,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)",1,0,0,0,0,0,0,1,0,0,0,0,0
550,"Data Scientist",0,128,201,164.50,"Lightspeed Systems",4.3,Austin,TX,Austin,TX,1,"51 to 200 employees",1999,"Company - Private","Computer Hardware & Software","Information Technology","$25 to $50 million (USD)",1,0,1,1,0,0,0,1,0,1,0,0,0
551,"Data Scientist",1,128,201,164.50,Thumbtack,3.9,"San Francisco",CA,"San Francisco",CA,1,"501 to 1000 employees",2009,"Company - Private",Internet,"Information Technology","Unknown / Non-Applicable",1,0,0,1,1,0,1,0,0,0,0,0,0
552,"Data Analyst",1,128,201,164.50,Twitch,3.6,"San Francisco",CA,"San Francisco",CA,1,"1001 to 5000 employees",2011,"Subsidiary or Business Segment",Internet,"Information Technology","Unknown / Non-Applicable",1,1,1,0,0,1,0,0,0,0,0,0,0
553,"Machine Learning Engineer",0,128,201,164.50,"New Relic",4.7,Portland,OR,"San Francisco",CA,0,"1001 to 5000 employees",2008,"Company - Public","Computer Hardware & Software","Information Technology","$100 to $500 million (USD)",1,0,0,0,0,0,0,0,0,0,0,0,0
554,"Data Scientist",0,128,201,164.50,Biogen,3.6,Cambridge,MA,Cambridge,MA,1,"5001 to 10000 employees",1978,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)",0,0,0,0,0,0,1,0,0,0,0,0,0
555,"Data Scientist",0,128,201,164.50,HireAi,NULL,"San Francisco",CA,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,0,1,1,0,0,0,0,0,0
556,"Machine Learning Engineer",1,128,201,164.50,"Tempus Labs",3.3,"Redwood City",CA,Chicago,IL,0,"501 to 1000 employees",2015,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable",1,0,1,0,0,0,0,1,0,1,0,1,0
557,"Data Scientist",0,128,201,164.50,"ICW Group",3.3,"San Diego",CA,"San Diego",CA,1,"501 to 1000 employees",1972,"Company - Private","Insurance Carriers",Insurance,"$500 million to $1 billion (USD)",1,0,1,0,0,0,0,0,0,0,1,0,0
558,"Data Analyst",0,128,201,164.50,NYSTEC,3.8,"New York",NY,Rome,NY,1,"51 to 200 employees",1996,"Nonprofit Organization",Consulting,"Business Services","$25 to $50 million (USD)",1,0,1,0,0,0,0,0,0,0,0,0,0
559,"Data Scientist",0,128,201,164.50,"E3 Federal Solutions",4.5,Chantilly,VA,McLean,VA,1,"501 to 1000 employees",2004,"Company - Private",Consulting,"Business Services","Unknown / Non-Applicable",0,0,0,0,1,0,0,0,0,0,0,0,0
560,"Data Engineer",0,128,201,164.50,"Kingfisher Systems",4.5,"Falls Church",VA,"Falls Church",VA,1,"51 to 200 employees",2005,"Company - Private","Federal Agencies",Government,"$25 to $50 million (USD)",1,0,1,0,0,0,0,0,0,0,0,0,0
561,"Data Scientist",0,128,201,164.50,Peraton,3.4,Chantilly,VA,Herndon,VA,1,"1001 to 5000 employees",2017,"Company - Private","Aerospace & Defense","Aerospace & Defense","$1 to $2 billion (USD)",1,0,1,1,1,0,0,0,0,0,0,0,0
562,"Data Scientist",1,128,201,164.50,"Group O",3.1,Chicago,IL,Milan,IL,1,"1001 to 5000 employees",1974,"Company - Private","Staffing & Outsourcing","Business Services","$500 million to $1 billion (USD)",1,0,0,0,1,0,0,0,0,0,0,0,0
563,"Data Manager",0,128,201,164.50,Autodesk,4,"San Francisco",CA,"San Rafael",CA,1,"5001 to 10000 employees",1982,"Company - Public","Computer Hardware & Software","Information Technology","$2 to $5 billion (USD)",1,1,1,1,1,0,1,0,0,0,0,0,0
564,"Data Scientist",0,128,201,164.50,"Tempus Labs",3.3,Chicago,IL,Chicago,IL,1,"501 to 1000 employees",2015,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable",0,0,0,0,0,0,0,1,0,1,1,1,0
565,"Data Engineer",0,128,201,164.50,CaptiveAire,4.1,Raleigh,NC,Raleigh,NC,1,"1001 to 5000 employees",1976,"Company - Private","Industrial Manufacturing",Manufacturing,"$100 to $500 million (USD)",1,0,1,1,0,0,0,0,1,0,0,0,0
566,"Data Architect",0,128,201,164.50,LSQ,4.2,Orlando,FL,Orlando,FL,1,"51 to 200 employees",1996,"Company - Private","Investment Banking & Asset Management",Finance,"$100 to $500 million (USD)",1,0,1,1,1,0,0,1,0,0,0,0,0
567,"Machine Learning Engineer",0,128,201,164.50,Temboo,3.9,"New York",NY,"New York",NY,1,"1 to 50 employees",NULL,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable",0,0,1,0,1,0,0,0,0,0,0,0,0
568,"Data Scientist",0,128,201,164.50,Kibo,NULL,Philadelphia,PA,Marbella,Spain,0,Unknown,NULL,"Company - Public",NULL,NULL,"Unknown / Non-Applicable",1,1,0,0,0,0,0,0,0,0,0,0,1
569,"Data Scientist",0,128,201,164.50,MITRE,3.3,McLean,VA,Bedford,MA,0,"5001 to 10000 employees",1958,"Nonprofit Organization","Federal Agencies",Government,"$1 to $2 billion (USD)",1,0,0,1,1,1,1,0,1,1,1,1,0
570,"Data Scientist",0,138,158,148.00,Mars,3.9,NULL,NULL,"Mc Lean",VA,0,"10000+ employees",1911,"Company - Private","Food & Beverage Manufacturing",Manufacturing,"$10+ billion (USD)",1,0,0,1,0,0,0,1,0,0,0,0,0
571,"Data Scientist",0,138,158,148.00,"Fullpower Technologies, Inc.",4.5,"Santa Cruz",CA,"Santa Cruz",CA,1,"51 to 200 employees",2003,"Company - Private","Computer Hardware & Software","Information Technology","$10 to $25 million (USD)",1,0,1,0,0,0,0,1,0,1,0,1,1
572,"Machine Learning Engineer",1,138,158,148.00,AeroVironment,4.2,"Simi Valley",CA,"Simi Valley",CA,1,"501 to 1000 employees",1971,"Company - Public","Aerospace & Defense","Aerospace & Defense","$100 to $500 million (USD)",1,0,0,0,0,0,1,1,0,1,1,0,0
573,"Data Scientist",0,138,158,148.00,"Maxar Technologies",3.5,Herndon,VA,Westminster,CO,0,"5001 to 10000 employees",NULL,"Company - Public","Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)",1,0,0,0,0,0,0,0,0,0,0,0,0
574,"Data Engineer",0,138,158,148.00,Dynetics,4,Huntsville,AL,Huntsville,AL,1,"1001 to 5000 employees",1974,"Company - Private","Aerospace & Defense","Aerospace & Defense","$100 to $500 million (USD)",1,0,0,0,0,0,0,0,0,0,0,0,0
575,"Data Scientist",0,138,158,148.00,"Systems & Technology Research",4.5,Woburn,MA,Woburn,MA,1,"201 to 500 employees",2010,"Company - Private","Aerospace & Defense","Aerospace & Defense","$100 to $500 million (USD)",0,0,0,0,0,0,0,0,0,0,0,0,0
576,"Data Analyst",1,138,158,148.00,Novetta,4.5,Herndon,VA,"Mc Lean",VA,1,"501 to 1000 employees",2012,"Company - Private","Enterprise Software & Network Solutions","Information Technology","$100 to $500 million (USD)",1,1,1,0,0,0,1,0,0,0,0,0,0
577,"Data Engineer",0,138,158,148.00,"Applied Research Laboratories",3.8,Austin,TX,Austin,TX,1,"501 to 1000 employees",NULL,"College / University","Colleges & Universities",Education,"Unknown / Non-Applicable",1,0,0,0,0,0,0,1,0,0,0,0,0
578,"Data Engineer",0,138,158,148.00,"Navy Federal Credit Union",3.9,Merrifield,VA,Vienna,VA,1,"10000+ employees",1933,"Other Organization","Banks & Credit Unions",Finance,"Unknown / Non-Applicable",0,0,1,0,0,1,0,0,1,0,0,0,0
579,"Data Engineer",0,138,158,148.00,Conagen,2,"New Bedford",MA,Bedford,MA,1,"51 to 200 employees",NULL,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable",0,0,0,0,0,0,0,0,0,0,0,0,0
580,"Vice President Role",0,138,158,148.00,Alector,4.8,"South San Francisco",CA,"South San Francisco",CA,1,"51 to 200 employees",2013,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable",0,1,0,0,0,0,1,1,0,0,0,0,1
581,"Data Analyst",0,138,158,148.00,"Navy Federal Credit Union",3.9,Merrifield,VA,Vienna,VA,1,"10000+ employees",1933,"Other Organization","Banks & Credit Unions",Finance,"Unknown / Non-Applicable",0,0,1,1,0,1,0,0,0,0,0,0,0
582,"Data Scientist",1,138,158,148.00,"Reynolds American",3.3,Winston-Salem,NC,Winston-Salem,NC,1,"5001 to 10000 employees",1875,"Company - Private","Consumer Products Manufacturing",Manufacturing,"$10+ billion (USD)",0,0,0,0,0,0,1,0,0,0,0,0,0
583,"Data Scientist",1,138,158,148.00,MITRE,3.3,Bedford,MA,Bedford,MA,1,"5001 to 10000 employees",1958,"Nonprofit Organization","Federal Agencies",Government,"$1 to $2 billion (USD)",1,0,1,1,1,0,1,1,0,0,0,0,0
584,"Machine Learning Engineer",1,138,158,148.00,LifeOmic,5,Raleigh,NC,Indianapolis,IN,0,"51 to 200 employees",2016,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable",0,0,0,1,0,0,0,1,1,1,0,1,0
585,"Data Scientist",1,138,158,148.00,"Homology Medicines, Inc.",4.4,"New Bedford",MA,Bedford,MA,1,"51 to 200 employees",NULL,"Company - Public",NULL,NULL,"Unknown / Non-Applicable",0,0,0,0,0,0,0,0,0,0,0,0,0
586,"Data Engineer",0,138,158,148.00,"Spectrum Communications and Consulting",3.4,Chicago,IL,Chicago,IL,1,"51 to 200 employees",1992,"Company - Private","Advertising & Marketing","Business Services","$10 to $25 million (USD)",1,0,1,0,0,0,0,0,1,0,0,0,1
587,Developer,0,138,158,148.00,"Inland Empire Health Plan",3.3,"Rancho Cucamonga",CA,"Rancho Cucamonga",CA,1,"1001 to 5000 employees",1996,"Company - Public","Health Care Services & Hospitals","Health Care","$1 to $2 billion (USD)",0,0,1,0,0,1,1,0,0,0,0,0,1
588,"Data Engineer",1,138,158,148.00,"Affinity Solutions",2.9,"New York",NY,"New York",NY,1,"51 to 200 employees",1998,"Company - Private","Advertising & Marketing","Business Services","Unknown / Non-Applicable",1,0,1,1,1,1,0,0,0,0,0,0,0
589,"Data Scientist",0,138,158,148.00,"Sandia National Laboratories",3.8,Livermore,CA,Albuquerque,NM,0,"10000+ employees",1949,Government,"Federal Agencies",Government,"$2 to $5 billion (USD)",0,0,0,0,0,0,0,0,0,0,0,0,0
590,"Data Engineer",0,138,158,148.00,"Maxar Technologies",3.5,McLean,VA,Westminster,CO,0,"5001 to 10000 employees",NULL,"Company - Public","Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)",1,0,1,0,0,0,0,1,0,0,0,0,0
591,"Data Scientist",0,80,132,106.00,AstraZeneca,4,Gaithersburg,MD,Cambridge,"United Kingdom",0,"10000+ employees",1913,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)",1,0,1,0,0,0,1,0,0,0,0,0,0
592,"Data Scientist",1,80,132,106.00,Autodesk,4,"San Francisco",CA,"San Rafael",CA,1,"5001 to 10000 employees",1982,"Company - Public","Computer Hardware & Software","Information Technology","$2 to $5 billion (USD)",1,1,1,1,1,0,0,0,0,1,0,0,1
593,"Data Scientist",0,80,132,106.00,USI,3.4,Southfield,MI,"Saint Paul",MN,0,"1001 to 5000 employees",1998,"Company - Private",Construction,"Construction, Repair & Maintenance","$100 to $500 million (USD)",1,0,1,0,0,0,1,0,1,0,0,0,1
594,"Data Scientist",0,80,132,106.00,GSK,3.9,Collegeville,PA,Brentford,"United Kingdom",0,"10000+ employees",1830,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)",1,1,1,0,1,1,0,1,0,0,0,0,0
595,"Data Scientist",0,80,132,106.00,CIA,3.8,Washington,DC,Langley,VA,0,Unknown,1947,Government,"Federal Agencies",Government,"Unknown / Non-Applicable",0,0,0,0,0,0,0,0,0,0,0,0,0
596,"Data Scientist",0,80,132,106.00,"Maven Wave Partners",4.5,Chicago,IL,Chicago,IL,1,"201 to 500 employees",2008,"Company - Private",Consulting,"Business Services","$50 to $100 million (USD)",1,1,1,0,1,1,1,1,1,0,0,0,0
597,"Data Scientist",0,80,132,106.00,"Ovative Group",4.3,Minneapolis,MN,Minneapolis,MN,1,"51 to 200 employees",2009,"Company - Private","Advertising & Marketing","Business Services","$10 to $25 million (USD)",1,1,0,0,0,0,0,0,0,0,0,0,0
598,"Data Scientist",0,80,132,106.00,Kognetics,3.6,Gahanna,OH,"New York",NY,0,"1 to 50 employees",NULL,"Company - Private",NULL,NULL,"Unknown / Non-Applicable",1,1,1,0,0,0,1,0,0,0,0,0,0
599,"Data Scientist",0,80,132,106.00,"Envision Healthcare",2.9,Nashville,TN,Nashville,TN,1,"10000+ employees",2005,"Company - Private","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable",1,0,1,1,1,1,1,1,1,0,0,0,0
600,"Data Scientist",0,80,132,106.00,"Pragmatics, Inc.",2.9,NULL,NULL,Reston,VA,0,"201 to 500 employees",1985,"Company - Private","IT Services","Information Technology","$100 to $500 million (USD)",1,1,0,0,1,0,0,1,0,0,0,0,0
601,"Data Scientist",0,80,132,106.00,ConsumerTrack,3.2,California,CA,"Los Angeles",CA,1,"51 to 200 employees",2004,"Company - Private",Internet,"Information Technology","$25 to $50 million (USD)",1,1,1,0,0,1,1,0,0,0,1,0,1
602,"Data Scientist",0,80,132,106.00,"Johns Hopkins University Applied Physics Laboratory",4.5,Laurel,MD,Laurel,MD,1,"5001 to 10000 employees",1942,"Nonprofit Organization","Aerospace & Defense","Aerospace & Defense","$1 to $2 billion (USD)",0,0,0,1,0,0,1,0,0,0,0,0,0
603,"Data Scientist",0,80,132,106.00,"Phoenix Operations Group",5,"Annapolis Junction",MD,Woodbine,MD,1,"1 to 50 employees",2011,"Company - Private","IT Services","Information Technology","$1 to $5 million (USD)",1,1,0,1,0,0,0,0,0,0,0,0,0
604,"Data Scientist",0,80,132,106.00,"Crossover Health",3.5,"San Clemente",CA,"Aliso Viejo",CA,1,"1 to 50 employees",2010,"Company - Private","Health Care Services & Hospitals","Health Care","$1 to $5 million (USD)",1,1,0,0,0,1,1,0,0,0,0,0,0
605,"Data Scientist",0,80,132,106.00,"Lorven Technologies Inc",4,"New York",NY,Plainsboro,NJ,0,"1 to 50 employees",NULL,"Company - Private",Accounting,"Accounting & Legal","Less than $1 million (USD)",1,0,1,0,0,0,0,0,0,0,0,0,0
606,"Data Scientist",0,80,132,106.00,"Meridian Knowledge Solutions",4.4,Washington,DC,Reston,VA,0,"51 to 200 employees",1997,"Subsidiary or Business Segment","Enterprise Software & Network Solutions","Information Technology","$100 to $500 million (USD)",0,0,0,0,0,0,1,0,0,0,0,0,0
607,"Data Scientist",0,80,132,106.00,"UST Global",4.2,Atlanta,GA,"Aliso Viejo",CA,0,"10000+ employees",1999,"Company - Private","IT Services","Information Technology","$1 to $2 billion (USD)",1,0,1,1,1,0,1,1,1,0,0,0,0
608,"Data Scientist",0,80,132,106.00,"IMG Systems",3.2,Plano,TX,Plano,TX,1,"1 to 50 employees",NULL,"Company - Private",Consulting,"Business Services","$1 to $5 million (USD)",1,0,0,0,0,0,0,0,0,0,0,0,0
609,"Data Scientist",0,80,132,106.00,"Trident Systems Inc",3.4,Fairfax,VA,Fairfax,VA,1,"51 to 200 employees",1985,"Company - Private","Aerospace & Defense","Aerospace & Defense","$25 to $50 million (USD)",0,0,0,0,0,0,0,0,0,1,0,1,0
610,"Data Scientist",0,80,132,106.00,"Tygart Technology, Inc",4.7,Washington,DC,Fairmont,WV,0,"1 to 50 employees",NULL,"Company - Private",NULL,NULL,"$1 to $5 million (USD)",1,1,1,0,1,0,1,0,0,0,0,0,1
611,"Data Scientist",1,87,141,114.00,"Merrick Bank",3.6,Utah,UT,"South Jordan",UT,1,"201 to 500 employees",1997,"Company - Private","Banks & Credit Unions",Finance,"Unknown / Non-Applicable",1,1,1,0,0,0,1,1,0,0,0,0,1
612,"Data Scientist",1,87,141,114.00,ManTech,4.2,Alexandria,VA,Herndon,VA,1,"5001 to 10000 employees",1968,"Company - Public","Research & Development","Business Services","$1 to $2 billion (USD)",1,1,1,1,1,1,0,0,0,0,0,0,1
613,"Data Scientist",0,87,141,114.00,"GrainBridge, LLC",NULL,Omaha,NE,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,0,1,0,0,0,1,1,0,0,0,0,0
614,"Data Scientist",0,87,141,114.00,"First Health Group",3.2,Wellesley,MA,Bethesda,MD,0,"10000+ employees",1853,"Company - Private","Insurance Carriers",Insurance,"$10+ billion (USD)",0,0,0,0,0,0,0,0,0,0,0,0,0
615,"Data Scientist",0,87,141,114.00,"Sprezzatura Management Consulting",NULL,Washington,VA,McLean,VA,1,Unknown,NULL,"Company - Private",NULL,NULL,"Unknown / Non-Applicable",0,0,0,0,0,0,1,0,0,0,0,0,0
616,"Data Scientist",0,87,141,114.00,"Progress Rail, A Caterpillar Company",2.8,"Fort Worth",TX,Albertville,AL,0,"1001 to 5000 employees",1983,"Subsidiary or Business Segment",Rail,"Transportation & Logistics","$2 to $5 billion (USD)",1,0,1,0,0,0,1,1,0,0,0,0,0
617,"Data Scientist",0,87,141,114.00,"UST Global",4.2,Atlanta,GA,"Aliso Viejo",CA,0,"10000+ employees",1999,"Company - Private","IT Services","Information Technology","$1 to $2 billion (USD)",1,0,1,1,1,0,1,1,1,0,0,0,0
618,"Data Scientist",0,87,141,114.00,"Axiologic Solutions",4.5,Alexandria,VA,Fairfax,VA,1,"51 to 200 employees",2009,"Company - Private","Aerospace & Defense","Aerospace & Defense","Unknown / Non-Applicable",0,0,0,0,0,0,0,1,0,0,0,0,0
619,"Data Scientist",0,87,141,114.00,"Indigo Slate",3,Bellevue,WA,Bellevue,WA,1,"51 to 200 employees",2006,"Company - Private",Consulting,"Business Services","$10 to $25 million (USD)",1,0,1,1,0,0,0,0,0,1,1,0,0
620,"Data Scientist",0,87,141,114.00,Cubic,3.3,NULL,NULL,"San Diego",CA,0,"5001 to 10000 employees",1951,"Company - Public","Aerospace & Defense","Aerospace & Defense","$1 to $2 billion (USD)",1,1,1,0,1,0,1,0,0,0,0,0,0
621,"Data Scientist",0,87,141,114.00,"Advanced Bio-Logic Solutions Corp",4,"Thousand Oaks",CA,"Westlake Village",CA,1,"1 to 50 employees",NULL,"Company - Private",NULL,NULL,"Less than $1 million (USD)",1,0,1,0,0,0,0,0,0,0,0,0,0
622,"Data Engineer",0,87,141,114.00,"Alignment Healthcare",3.5,Orange,CA,Orange,CA,1,"501 to 1000 employees",2013,"Company - Private","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable",0,1,1,1,1,1,1,1,1,0,0,0,1
623,"Data Scientist",0,87,141,114.00,WGSN,3.5,Baltimore,MD,"New York",NY,0,"1 to 50 employees",1998,"Company - Private",Consulting,"Business Services","$50 to $100 million (USD)",1,1,1,1,1,1,1,0,0,0,0,0,0
624,"Data Scientist",0,87,141,114.00,"ISYS Technologies, Inc.",3.6,Herndon,VA,Littleton,CO,0,"51 to 200 employees",1990,"Company - Private","Computer Hardware & Software","Information Technology","$10 to $25 million (USD)",1,1,1,1,1,1,0,0,0,0,0,0,0
625,"Data Scientist",0,87,141,114.00,TransVoyant,3,Alexandria,VA,Alexandria,VA,1,"51 to 200 employees",2012,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable",0,0,0,1,1,0,0,0,0,0,0,0,0
626,"Data Analyst",0,87,141,114.00,Noblis,4,Bridgeport,WV,Reston,VA,0,"1001 to 5000 employees",1996,"Nonprofit Organization",Consulting,"Business Services","$100 to $500 million (USD)",1,0,0,0,0,0,0,0,0,0,0,0,0
627,"Data Scientist",0,87,141,114.00,"Murray Resources",4.6,"The Woodlands",TX,Houston,TX,1,"1 to 50 employees",1988,"Company - Private","Staffing & Outsourcing","Business Services","$10 to $25 million (USD)",1,1,1,0,1,1,1,0,0,0,0,0,0
628,"Data Scientist",0,87,141,114.00,Geotab,4.3,Oakville,CA,Oakville,Canada,0,"1001 to 5000 employees",2000,"Company - Private","Computer Hardware & Software","Information Technology","$100 to $500 million (USD)",1,0,1,1,0,0,1,0,0,1,1,1,0
629,"Data Scientist",0,87,141,114.00,"CRS Group",4.7,Chicago,IL,Itasca,IL,1,"51 to 200 employees",1994,"Company - Private","Staffing & Outsourcing","Business Services","$10 to $25 million (USD)",0,0,0,0,0,0,0,0,0,0,0,0,0
630,"Data Scientist",0,87,141,114.00,EGlobalTech,3.7,Arlington,VA,Vienna,VA,1,"201 to 500 employees",2004,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable",1,0,0,0,0,0,1,1,0,0,0,0,0
631,"Data Scientist",0,92,155,123.50,Mars,3.9,"New York",NY,"Mc Lean",VA,0,"10000+ employees",1911,"Company - Private","Food & Beverage Manufacturing",Manufacturing,"$10+ billion (USD)",1,0,0,1,0,0,0,0,1,0,0,0,0
632,"Data Scientist",0,92,155,123.50,Avlino,4.9,"New Jersey",NJ,Holmdel,NJ,1,"1 to 50 employees",2013,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Less than $1 million (USD)",1,1,0,1,1,0,0,0,0,1,0,0,0
633,"Data Scientist",0,92,155,123.50,"Central Business Solutions, Inc",3,Seattle,WA,Fremont,CA,0,"51 to 200 employees",NULL,"Company - Private",Consulting,"Business Services","$5 to $10 million (USD)",1,0,1,1,1,0,1,1,1,0,0,0,0
634,"Data Scientist",0,92,155,123.50,"KeHE Distributors",2.5,Naperville,IL,Naperville,IL,1,"5001 to 10000 employees",1954,"Company - Private",Wholesale,"Business Services","Unknown / Non-Applicable",1,1,1,1,1,1,1,1,1,0,0,0,1
635,"Data Scientist",0,92,155,123.50,"Blackstone Talent Group",3.5,"San Francisco",CA,"San Francisco",CA,1,"51 to 200 employees",1998,"Company - Private",Consulting,"Business Services","$25 to $50 million (USD)",1,0,0,0,0,0,0,1,0,0,0,0,0
636,"Data Scientist",0,92,155,123.50,"Phoenix Operations Group",5,Baltimore,MD,Woodbine,MD,1,"1 to 50 employees",2011,"Company - Private","IT Services","Information Technology","$1 to $5 million (USD)",1,0,0,1,0,0,0,0,0,0,0,0,0
637,"Data Scientist",0,92,155,123.50,Sophinea,NULL,Chantilly,VA,NULL,NULL,0,"1 to 50 employees",NULL,Unknown,NULL,NULL,"Unknown / Non-Applicable",0,0,1,0,0,0,0,0,0,0,0,0,0
638,"Data Scientist",1,92,155,123.50,"Maxar Technologies",3.5,Herndon,VA,Westminster,CO,0,"5001 to 10000 employees",NULL,"Company - Public","Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)",1,1,1,0,0,0,1,0,0,0,0,0,0
639,"Data Scientist",0,92,155,123.50,"Moxie Software",3,Bellevue,WA,"San Bruno",CA,0,"51 to 200 employees",1999,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable",1,0,0,1,1,0,0,0,0,0,0,0,0
640,"Machine Learning Engineer",0,92,155,123.50,"Blue Horizon Tek Solutions",5,"New York",NY,"Coconut Creek",FL,0,"1 to 50 employees",1987,"Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable",1,0,0,0,0,0,1,0,0,0,0,0,0
641,"Data Scientist",0,92,155,123.50,"Unicom Technologies INC",4.7,Chicago,IL,Naperville,IL,1,"51 to 200 employees",NULL,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable",1,1,1,1,1,0,1,1,0,1,0,0,0
642,"Data Engineer",0,92,155,123.50,"Americo Life",3.3,"Kansas City",MO,"Kansas City",MO,1,"201 to 500 employees",1992,"Company - Private","Insurance Carriers",Insurance,"$100 to $500 million (USD)",1,0,1,1,1,0,1,1,0,0,0,0,0
