index,cleaned_job_title,senior,min_salary_estimate,max_salary_estimate,average_salary,cleaned_company_name,rating,location_city,location_state,headquarters_city,headquarters_state,same_state,size,founded,type_of_ownership,industry,sector,revenue,python,r_skills,sql_skills,spark,hadoop,tableau,excel,aws,azure,tensorflow,keras,pytorch,sas
643,"Data Scientist",0,92,155,123.50,"Tokio Marine HCC",3.3,Houston,TX,Houston,TX,1,"1001 to 5000 employees",1974,"Company - Private","Insurance Carriers",Insurance,"Unknown / Non-Applicable",1,0,0,0,0,0,0,0,0,0,0,0,0
644,"Data Scientist",0,92,155,123.50,"CACI International",3.5,Chantilly,VA,Arlington,VA,1,"10000+ employees",1962,"Company - Public","Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)",0,0,1,0,0,0,1,0,0,0,0,0,0
645,"Machine Learning Engineer",0,92,155,123.50,Apple,4.1,"Santa Clara",CA,Cupertino,CA,1,"10000+ employees",1976,"Company - Public","Computer Hardware & Software","Information Technology","$10+ billion (USD)",1,0,0,0,0,0,0,0,0,1,0,1,0
646,"Data Scientist",0,92,155,123.50,"Maxar Technologies",3.5,Herndon,VA,Westminster,CO,0,"5001 to 10000 employees",NULL,"Company - Public","Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)",1,1,1,1,1,1,0,0,0,0,0,0,0
647,"Data Engineer",0,92,155,123.50,"Southwest Research Institute",3.9,"Oklahoma City",OK,"San Antonio",TX,0,"1001 to 5000 employees",1947,"Nonprofit Organization","Research & Development","Business Services","$500 million to $1 billion (USD)",1,0,0,0,0,0,1,0,0,0,0,0,0
648,"Data Scientist",0,92,155,123.50,"Compass Consulting Group",4.7,"Thousand Oaks",CA,Danville,CA,1,"51 to 200 employees",2008,"Company - Private",Consulting,"Business Services","Unknown / Non-Applicable",1,0,1,0,0,0,0,0,0,0,0,0,0
649,"Data Engineer",0,92,155,123.50,Klaviyo,4.8,Boston,MA,Boston,MA,1,"201 to 500 employees",2012,"Company - Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable",1,0,0,0,0,0,0,0,0,0,0,0,0
650,"Data Scientist",1,92,155,123.50,"Monte Rosa Therapeutics",NULL,Cambridge,MA,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,0,0,0,0,0
651,"Data Scientist",0,92,155,123.50,AstraZeneca,4,Gaithersburg,MD,Cambridge,"United Kingdom",0,"10000+ employees",1913,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)",1,1,1,1,1,0,0,1,1,0,0,0,1
652,"Data Scientist",1,105,167,136.00,GutCheck,3.8,Denver,CO,Denver,CO,1,"51 to 200 employees",2009,"Company - Private","Advertising & Marketing","Business Services","$10 to $25 million (USD)",0,0,0,0,0,0,0,0,0,1,0,0,0
653,"Data Scientist",1,105,167,136.00,"Juniper Networks",3.8,Cupertino,CA,Sunnyvale,CA,1,"5001 to 10000 employees",1996,"Company - Public","Telecommunications Services",Telecommunications,"$2 to $5 billion (USD)",1,0,0,1,0,0,1,1,0,1,0,0,0
654,"Data Scientist",0,105,167,136.00,"Hexagon US Federal",2.7,"Lexington Park",MD,Chantilly,VA,0,"51 to 200 employees",2010,"Company - Public","Aerospace & Defense","Aerospace & Defense","Unknown / Non-Applicable",0,0,0,0,0,0,1,1,0,0,0,0,0
655,"Data Scientist",0,105,167,136.00,"Comtech Global Inc",4,Washington,DC,Columbus,OH,0,"51 to 200 employees",NULL,"Company - Private","Health, Beauty, & Fitness","Consumer Services","$5 to $10 million (USD)",1,1,1,1,1,1,0,1,1,0,0,0,0
656,"Data Scientist",0,105,167,136.00,"Berico Technologies",NULL,"Fort Belvoir",VA,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,1,0,0,0,0,0
657,"Data Scientist",0,105,167,136.00,"Kehe Food Distributors",NULL,Naperville,IL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,0,0,0,1
658,"Data Scientist",0,105,167,136.00,"Aveshka, Inc.",3.8,Washington,DC,Arlington,VA,0,"51 to 200 employees",2010,"Company - Public","IT Services","Information Technology","$10 to $25 million (USD)",1,1,1,1,0,0,1,0,0,0,0,0,1
659,"Data Scientist",0,105,167,136.00,Perspecta,3.2,Adelphi,MD,Chantilly,VA,0,"10000+ employees",2018,"Company - Public","Aerospace & Defense","Aerospace & Defense","Unknown / Non-Applicable",1,0,0,0,1,0,0,0,0,0,0,0,0
660,"Data Scientist",0,105,167,136.00,"Pactera Edge",NULL,Redmond,WA,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0
661,"Data Scientist",0,105,167,136.00,"Qurate Retail Group",3.6,"West Chester",PA,"West Chester",PA,1,"10000+ employees",NULL,"Company - Public","Other Retail Stores",Retail,"Unknown / Non-Applicable",1,1,1,0,0,1,1,0,0,0,0,0,1
662,"Data Scientist",0,105,167,136.00,"SolutionIT, Inc.",4.4,Edison,NJ,Wilmington,MA,0,"51 to 200 employees",NULL,"Company - Private",NULL,NULL,"Unknown / Non-Applicable",0,0,0,0,0,0,0,0,0,0,0,0,0
663,"Data Scientist",0,105,167,136.00,"A-Line Staffing Solutions",4.1,Durham,NC,Utica,MI,0,"501 to 1000 employees",2004,"Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable",1,1,1,1,1,0,0,0,0,1,0,1,0
664,"Data Scientist",0,105,167,136.00,"Clear Ridge Defense",NULL,Quantico,VA,Baltimore,MD,0,"1 to 50 employees",NULL,"Company - Private",NULL,NULL,"Unknown / Non-Applicable",1,0,1,0,1,0,0,0,0,0,0,0,0
665,"Data Scientist",0,105,167,136.00,"Criterion Systems, Inc.",3.8,Vienna,VA,Vienna,VA,1,"201 to 500 employees",2005,"Company - Private","IT Services","Information Technology","$50 to $100 million (USD)",1,0,1,0,0,0,1,0,0,0,0,0,0
666,"Data Scientist",0,105,167,136.00,"Foundation Medicine",4,Boston,MA,Cambridge,MA,1,"1001 to 5000 employees",2010,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)",1,0,1,0,0,0,0,0,0,0,0,0,0
667,"Data Scientist",0,105,167,136.00,TRANZACT,3.6,"Fort Lee",NJ,"Fort Lee",NJ,1,"1001 to 5000 employees",1989,"Company - Private","Advertising & Marketing","Business Services","Unknown / Non-Applicable",1,0,1,0,1,1,1,0,0,0,0,0,0
668,"Data Scientist",0,105,167,136.00,JKGT,NULL,"San Francisco",CA,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0
669,"Data Scientist",0,105,167,136.00,AccessHope,NULL,Irwindale,CA,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,0,1,1,1,0,0,0,0,0,0
670,"Data Scientist",0,105,167,136.00,"ChaTeck Incorporated",5,"San Francisco",CA,"Santa Clara",CA,1,"1 to 50 employees",NULL,"Company - Private","Advertising & Marketing","Business Services","$1 to $5 million (USD)",1,1,1,1,1,0,0,0,0,1,1,1,0
671,"Data Scientist",0,105,167,136.00,1-800-Flowers,2.7,"New York",NY,"Carle Place",NY,1,"1001 to 5000 employees",1976,"Company - Public",Wholesale,"Business Services","$1 to $2 billion (USD)",1,0,1,0,0,1,1,0,0,0,0,0,1
